time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
466200,2022-02-25 03:05:18,38.5965551009235,114.379079707466,632.545952,,,1276.5979824522,34.44882,27.1564516,6109.1865472,21985.5321996,17,5,10.794,1480.6662304522,836.6142,43.8663934,10544.5869516,26.619586,5.368656,0.223694,7, 22.7, 27.3,0,0,1062,1684,1024,1024,6,100,0,0,11.4,-12.9,35,3.68,3.686,3.674,0,0,0,18.957,116.78,1276.5979824522,632.545952,31,Sport,
466300,2022-02-25 03:05:18,38.5965655410827,114.379082870072,632.545952,,,1276.5979824522,34.44882,26.1050898,6105.4463896,21989.4692076,17,5,10.794,1480.6662304522,836.6142,43.8663934,10544.5869516,25.277422,6.487126,0.223694,7.2, 22.9, 27.3,0,0,1060,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.68,3.686,3.674,0,0,0,18.957,116.78,1276.5979824522,632.545952,31,Sport,
466400,2022-02-25 03:05:18,38.5965757224584,114.379086346326,632.545952,,,1276.5979824522,34.44882,24.830034,6101.8046572,21993.3077904,17,5,10.794,1480.6662304522,836.6142,43.8663934,10544.5869516,23.711564,7.381902,0,7.2, 22.9, 27.3,0,0,1059,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.68,3.686,3.674,0,0,0,18.957,116.78,1276.5979824522,632.545952,31,Sport,
466500,2022-02-25 03:05:18,38.5965850485328,114.379090529866,632.874036,,,1276.9260664522,34.44882,23.935258,6098.5238172,21996.9167144,17,5,10.794,1480.6662304522,836.6142,43.8663934,10544.5869516,22.3694,8.500372,0,7.1, 22.6, 27.4,0,0,1057,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.68,3.686,3.674,0,0,0,18.957,116.78,1276.9260664522,632.874036,31,Sport,
466600,2022-02-25 03:05:18,38.5965941596852,114.379095042841,632.874036,,,1276.9260664522,34.44882,23.040482,6095.308594,22000.4600216,17,5,10.794,1480.6662304522,836.6142,43.8663934,10544.5869516,21.027236,9.395148,0,7.1, 22.1, 27.7,0,0,1057,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.68,3.686,3.674,0,0,0,18.957,116.78,1276.9260664522,632.874036,31,Sport,
466700,2022-02-25 03:05:19,38.5966024725565,114.379100211354,632.874036,,,1276.9260664522,34.44882,22.4141388,6092.3886464,22003.8392868,17,5,10.794,1480.6662304522,836.6142,43.8663934,10544.5869516,19.908766,10.289924,0,7, 21.6, 28.3,0,0,1056,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.68,3.686,3.674,0,0,0,18.957,116.78,1276.9260664522,632.874036,31,Sport,
466800,2022-02-25 03:05:19,38.5966112415884,114.37910633379,633.20212,,,1277.2541504522,34.44882,21.6759486,6089.3374652,22007.4810192,17,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,18.566602,11.1847,0,7.1, 21.2, 28.6,0,0,1056,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.2541504522,633.20212,31,Sport,
466900,2022-02-25 03:05:19,38.5966186914825,114.379112504292,633.20212,,,1277.2541504522,34.44882,21.3404076,6086.7456016,22010.7290508,17,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,17.448132,12.30317,0,7, 20.7, 28.3,0,0,1056,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.2541504522,633.20212,31,Sport,
467000,2022-02-25 03:05:19,38.5966249055759,114.379118948796,633.20212,,,1277.2541504522,34.44882,21.3404076,6084.6130556,22013.6489984,17,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,16.329662,13.197946,0,6.9, 20.1, 28.2,0,0,1056,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.2541504522,633.20212,31,Sport,
467100,2022-02-25 03:05:19,38.5966313718735,114.379126010948,633.530204,,,1277.5822344522,34.44882,20.579848,6082.4148928,22016.7657964,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,15.211192,13.869028,0,6.6, 19.4, 28.3,0,0,1070,1684,1024,1024,7,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.5822344522,633.530204,31,Sport,
467200,2022-02-25 03:05:19,38.5966373940723,114.379133699167,633.530204,,,1277.5822344522,34.44882,20.4008928,6080.4135804,22019.849786,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,14.092722,14.763804,0,6.6, 19, 28.5,0,0,1070,1684,1024,1024,7,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.5822344522,633.530204,31,Sport,
467300,2022-02-25 03:05:19,38.5966430248063,114.379141614378,633.530204,,,1277.5822344522,34.44882,20.468001,6078.5435016,22022.9009672,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,13.197946,15.65858,0.223694,6.2, 18.1, 28.5,0,0,1085,1684,1024,1024,9,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.5822344522,633.530204,31,Sport,
467400,2022-02-25 03:05:19,38.5966485765894,114.379150797159,633.858288,,,1277.9103184522,34.44882,20.3114152,6076.7062312,22026.2146156,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,12.079476,16.329662,0.223694,5.9, 17.3, 28.7,0,0,1082,1684,1024,1024,9,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.9103184522,633.858288,31,Sport,
467500,2022-02-25 03:05:19,38.5966534496141,114.379159581216,633.858288,,,1277.9103184522,34.44882,20.5351092,6075.131428,22029.2986052,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,11.1847,17.224438,0.223694,5.6, 16.5, 28.7,0,0,1072,1684,1024,1024,7,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.9103184522,633.858288,31,Sport,
467600,2022-02-25 03:05:19,38.5966571361824,114.379168382639,633.858288,,,1277.9103184522,34.44882,20.6469562,6073.983134,22032.152936,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,10.289924,17.89552,0.223694,5.6, 15.6, 29,0,0,1057,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.9103184522,633.858288,31,Sport,
467700,2022-02-25 03:05:19,38.5966611988639,114.379177898715,633.858288,,,1277.9103184522,34.44882,20.803542,6072.7364148,22035.2369256,16,5,11.024,1480.6662304522,836.6142,43.8663934,10544.5869516,9.395148,18.566602,0.223694,5.5, 15, 29.8,0,0,1055,1684,1024,1024,5,100,0,0,11.4,-12.9,35,3.672,3.679,3.664,0,0,0,4.595,116.96,1277.9103184522,633.858288,31,Sport,
467800,2022-02-25 03:05:20,38.5966646858619,114.379188289601,634.186372,,,1278.2384024522,34.44882,21.2285606,6071.7193544,22038.4521488,16,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,8.500372,19.461378,0.223694,5.5, 14.1, 30.4,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.2384024522,634.186372,31,Sport,
467900,2022-02-25 03:05:20,38.5966680390819,114.379198608566,634.186372,,,1278.2384024522,34.44882,21.5193628,6070.7351024,22041.6345636,16,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,7.605596,20.13246,0.223694,5.3, 12.9, 31.4,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.2384024522,634.186372,31,Sport,
468000,2022-02-25 03:05:20,38.5966710271541,114.379210307721,634.514456,,,1278.5664864522,34.44882,22.145706,6069.9148924,22045.1450624,16,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,6.934514,21.027236,0.223694,5.1, 11.9, 32.1,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.5664864522,634.514456,31,Sport,
468100,2022-02-25 03:05:20,38.5966737882424,114.379221457642,634.514456,,,1278.5664864522,34.44882,22.5259858,6069.1602992,22048.4915192,16,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,6.039738,21.698318,0.223694,4.9, 11, 32.6,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.5664864522,634.514456,31,Sport,
468200,2022-02-25 03:05:20,38.5966758003938,114.379233019269,634.514456,,,1278.5664864522,34.44882,23.0628514,6068.7009816,22051.8707844,16,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,5.59235,22.3694,0.447388,4.8, 10.1, 32.9,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.5664864522,634.514456,31,Sport,
468300,2022-02-25 03:05:20,38.5966780340462,114.379244911383,634.514456,,,1278.5664864522,34.44882,23.5549782,6068.1760472,22055.3484748,17,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,4.921268,23.040482,0.447388,4.6, 9.1, 33.1,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.5664864522,634.514456,31,Sport,
468400,2022-02-25 03:05:20,38.5966795352099,114.379257013123,634.186372,,,1278.2384024522,34.44882,24.3155378,6067.91358,22058.8589736,17,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,4.250186,23.935258,0.447388,4.4, 8.4, 33.3,0,0,1055,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.2384024522,634.186372,31,Sport,
468500,2022-02-25 03:05:20,38.5966813050258,114.379269654623,634.186372,,,1278.2384024522,34.44882,24.8971422,6067.5526876,22062.500706,17,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,3.802798,24.60634,0.447388,4.2, 7.5, 33.6,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.2384024522,634.186372,31,Sport,
468600,2022-02-25 03:05:20,38.5966825221856,114.379282897633,634.186372,,,1278.2384024522,34.44882,25.501116,6067.421454,22066.3064804,17,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,3.35541,25.277422,0.447388,3.9, 6.5, 34,0,0,1053,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.2384024522,634.186372,31,Sport,
468700,2022-02-25 03:05:20,38.5966839060194,114.379296322901,634.186372,,,1278.2384024522,34.44882,26.3287838,6067.257412,22070.1778716,17,5,11.011,1480.6662304522,836.6142,43.8663934,10544.5869516,2.908022,26.172198,0.447388,3.6, 5.5, 34.4,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.665,3.673,3.657,0,0,0,7.086,116.96,1278.2384024522,634.186372,31,Sport,
468800,2022-02-25 03:05:21,38.5966846023225,114.379309685195,634.186372,,,1278.2384024522,34.44882,26.9774964,6067.3230288,22073.983646,17,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,2.684328,26.84328,0.447388,3.4, 4.5, 34.6,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.2384024522,634.186372,31,Sport,
468900,2022-02-25 03:05:21,38.5966856681596,114.379323809681,634.186372,,,1278.2384024522,34.44882,27.6038396,6067.2902204,22078.0190792,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,2.23694,27.514362,0.447388,3.1, 3.2, 34.7,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.2384024522,634.186372,31,Sport,
469000,2022-02-25 03:05:21,38.5966863929727,114.379338209924,634.186372,,,1278.2384024522,34.44882,28.2525522,6067.3886456,22082.1529376,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,2.013246,28.185444,0.447388,3.3, 3.1, 34.6,0,0,1053,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.2384024522,634.186372,31,Sport,
469100,2022-02-25 03:05:21,38.5966872416949,114.379353029416,634.186372,,,1278.2384024522,34.44882,28.9012648,6067.4542624,22086.3852212,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,1.789552,28.856526,0.447388,3.2, 2.8, 34.7,0,0,1054,1684,1024,1024,5,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.2384024522,634.186372,31,Sport,
469200,2022-02-25 03:05:21,38.5966877702273,114.379367944337,634.186372,,,1278.2384024522,34.44882,29.5723468,6067.6183044,22090.6503132,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,1.565858,29.527608,0.447388,3.2, 2.5, 34.9,0,0,1050,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.2384024522,634.186372,31,Sport,
469300,2022-02-25 03:05:21,38.5966884402134,114.379383371478,634.514456,,,1278.5664864522,34.44882,29.9973654,6067.7823464,22095.0466388,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,1.342164,29.974996,0.447388,3.1, 2.1, 34.9,0,0,1048,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.5664864522,634.514456,31,Sport,
469400,2022-02-25 03:05:21,38.5966886957073,114.379398847736,634.514456,,,1278.5664864522,34.44882,30.4447534,6068.077622,22099.4757728,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,1.342164,30.422384,0.447388,2.8, 1.5, 34.7,0,0,1043,1684,1024,1024,3,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.5664864522,634.514456,31,Sport,
469500,2022-02-25 03:05:21,38.5966892220466,114.379414830778,634.514456,,,1278.5664864522,34.44882,31.1158354,6068.3072808,22104.0361404,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,1.11847,31.093466,0.223694,2.8, 1.3, 34.8,0,0,1046,1684,1024,1024,3,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.5664864522,634.514456,31,Sport,
469600,2022-02-25 03:05:21,38.5966893514384,114.379429761311,634.514456,,,1278.5664864522,34.44882,31.5632234,6068.6353648,22108.268424,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,0.894776,31.540854,0.223694,2.9, 1.3, 35.1,0,0,1046,1684,1024,1024,3,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.5664864522,634.514456,31,Sport,
469700,2022-02-25 03:05:22,38.5966897549652,114.379446134307,634.84254,,,1278.8945704522,34.44882,32.0106114,6068.9306404,22112.9600252,16,5,10.999,1480.6662304522,836.6142,43.8663934,10544.5869516,0.894776,31.988242,0.447388,3.4, 1.8, 35.2,0,0,1048,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.66,3.668,3.652,0,0,0,8.346,116.96,1278.8945704522,634.84254,31,Sport,
469800,2022-02-25 03:05:22,38.5966899150601,114.379464110274,634.84254,,,1278.8945704522,34.44882,32.43563,6069.3243412,22118.0781356,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.671082,32.43563,0.447388,3.4, 2.2, 35,0,0,1048,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.8945704522,634.84254,31,Sport,
469900,2022-02-25 03:05:22,38.5966901760367,114.379481101093,634.514456,,,1278.5664864522,34.44882,32.883018,6069.6852336,22122.9337788,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.447388,32.883018,0.447388,2.9, 1.3, 35,0,0,1050,1684,1024,1024,4,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.5664864522,634.514456,31,Sport,
470000,2022-02-25 03:05:22,38.5966903887655,114.379498022446,634.514456,,,1278.5664864522,34.44882,33.330406,6070.0789344,22127.7566136,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.447388,33.330406,0.447388,2.8, 0.5, 34.6,0,0,1082,1684,1024,1024,9,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.5664864522,634.514456,31,Sport,
470100,2022-02-25 03:05:22,38.5966905729843,114.379515472334,634.514456,,,1278.5664864522,34.44882,33.777794,6070.4726352,22132.7434904,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.447388,33.777794,0.447388,2.6, 0.3, 34.7,0,0,1086,1684,1024,1024,9,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.5664864522,634.514456,31,Sport,
470200,2022-02-25 03:05:22,38.5966905740808,114.379533076415,634.514456,,,1278.5664864522,34.44882,34.225182,6070.9647612,22137.7631756,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.223694,34.225182,0.447388,2.3, -0.4, 34.7,0,0,1085,1684,1024,1024,9,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.5664864522,634.514456,31,Sport,
470300,2022-02-25 03:05:22,38.5966907056657,114.379550945553,634.514456,,,1278.5664864522,34.44882,34.67257,6071.3912704,22142.8484776,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.223694,34.67257,0.447388,2.1, -1.3, 34.6,0,0,1085,1684,1024,1024,9,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.5664864522,634.514456,31,Sport,
470400,2022-02-25 03:05:22,38.5966909381322,114.379568818725,634.186372,,,1278.2384024522,34.44882,35.119958,6071.8177796,22147.9337796,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.223694,35.119958,0.447388,2.8, -0.3, 34.9,0,0,1082,1684,1024,1024,9,100,0,0,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.2384024522,634.186372,31,Sport,
470500,2022-02-25 03:05:22,38.5966910620412,114.379587062556,634.514456,,,1278.5664864522,34.44882,35.343652,6072.2770972,22153.1503152,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0.223694,35.343652,0.447388,3.4, 1.3, 35.1,0,0,1082,1684,1024,1012,9,100,0,-2,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.5664864522,634.514456,31,Sport,
470600,2022-02-25 03:05:22,38.5966909501942,114.379604037237,634.186372,,,1278.2384024522,34.44882,35.79104,6072.8020316,22157.97315,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0,35.79104,0.447388,3.3, 1.4, 34.8,0,0,1082,1684,1024,1012,9,100,0,-2,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.2384024522,634.186372,31,Sport,
470700,2022-02-25 03:05:23,38.5966909556769,114.379622474555,634.186372,,,1278.2384024522,34.44882,36.014734,6073.326966,22163.2553024,16,5,10.958,1480.6662304522,836.6142,43.8663934,10544.5869516,0,36.014734,0.447388,2.8, 0.4, 34.6,0,0,1082,1684,1024,754,9,100,0,-41,11.4,-12.9,34,3.651,3.659,3.642,0,0,0,10.183,116.96,1278.2384024522,634.186372,31,Sport,
470800,2022-02-25 03:05:23,38.5966908865948,114.379642682718,633.858288,,,1277.9103184522,34.44882,36.462122,6073.9175172,22168.9967724,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,0,36.462122,0.223694,359.1, -14.1, 29.9,0,0,1082,1684,1024,711,9,100,0,-47,10.1,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.9103184522,633.858288,31,Sport,
470900,2022-02-25 03:05:23,38.5966910839718,114.379661529463,633.858288,,,1277.9103184522,34.44882,36.462122,6074.4096432,22174.37735,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,0.894776,36.462122,0,354.9, -30.3, 16.7,0,0,1082,1684,1024,693,9,100,0,-50,8.1,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.9103184522,633.858288,31,Sport,
471000,2022-02-25 03:05:23,38.5966919502379,114.379680076773,633.858288,,,1277.9103184522,34.44882,36.1042116,6074.639302,22179.6923108,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,2.684328,36.014734,-0.447388,352.5, -36.6, 10.1,0,0,1082,1684,1024,715,9,100,0,-47,5.8,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.9103184522,633.858288,31,Sport,
471100,2022-02-25 03:05:23,38.596693455787,114.379698379728,633.858288,,,1277.9103184522,34.44882,36.1042116,6074.6064936,22184.9088464,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,4.47388,35.119958,-0.447388,350.5, -36.4, 11.8,0,0,1082,1684,1024,859,9,100,0,-25,3.5,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.9103184522,633.858288,31,Sport,
471200,2022-02-25 03:05:23,38.5966956368049,114.379716439376,633.858288,,,1277.9103184522,34.44882,34.9410028,6074.3768348,22190.125382,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,5.816044,34.448876,-0.223694,347.9, -27.7, 21.1,0,0,1083,1684,1024,1009,9,100,0,-2,2.1,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.9103184522,633.858288,31,Sport,
471300,2022-02-25 03:05:23,38.5966981281439,114.379734061531,633.530204,,,1277.5822344522,34.44882,34.9410028,6073.983134,22195.2434924,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,6.487126,34.001488,0.223694,349.2, -8.9, 28.7,0,0,1082,1684,1024,1024,9,100,0,0,1.9,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.5822344522,633.530204,31,Sport,
471400,2022-02-25 03:05:23,38.5966997630852,114.379751551418,633.530204,,,1277.5822344522,34.44882,34.4041372,6073.9175172,22200.2631776,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,6.487126,33.777794,0.671082,354.3, 1.9, 34.2,0,0,1082,1684,1024,1024,9,100,0,0,1.9,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1277.5822344522,633.530204,31,Sport,
471500,2022-02-25 03:05:23,38.5967023498235,114.379768991134,632.874036,,,1276.9260664522,34.44882,34.3593984,6073.5238164,22205.3156712,17,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,6.263432,33.777794,1.11847,357.6, 9.5, 34.5,0,0,1082,1684,1024,1024,9,100,0,0,1.9,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1276.9260664522,632.874036,31,Sport,
471600,2022-02-25 03:05:23,38.5967044595669,114.379787204441,632.874036,,,1276.9260664522,34.44882,34.9410028,6073.326966,22210.5650152,17,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,5.816044,34.448876,0.894776,356.8, 9.5, 34.4,0,0,1082,1684,1024,1024,9,100,0,0,1.9,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1276.9260664522,632.874036,31,Sport,
471700,2022-02-25 03:05:23,38.5967066976055,114.379805099892,632.545952,,,1276.5979824522,34.44882,35.0752192,6073.0644988,22215.7487424,16,5,10.94,1480.6662304522,836.6142,43.8663934,10544.5869516,5.368656,34.67257,0.671082,354.9, 4.8, 34.8,0,0,1082,1684,1024,1024,9,100,0,0,1.9,-12.9,34,3.643,3.652,3.633,0,0,0,11.565,116.78,1276.5979824522,632.545952,31,Sport,
471800,2022-02-25 03:05:24,38.5967087020809,114.379821965463,632.545952,,,1276.5979824522,34.44882,35.5226072,6072.8676484,22220.6043856,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.368656,35.119958,0.447388,353.4, 0.7, 35.3,0,0,1079,1684,1024,1024,8,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1276.5979824522,632.545952,31,Sport,
471900,2022-02-25 03:05:24,38.5967108129207,114.379840126672,632.545952,,,1276.5979824522,34.44882,35.9699952,6072.670798,22225.8537296,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.368656,35.567346,0.447388,352.6, -1.7, 35.4,0,0,1080,1684,1024,1024,8,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1276.5979824522,632.545952,31,Sport,
472000,2022-02-25 03:05:24,38.5967134895751,114.379859928215,632.545952,,,1276.5979824522,34.44882,36.4397526,6072.3099056,22231.5623912,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.59235,36.014734,0.223694,352.7, -2, 35.5,0,0,1081,1684,1024,1024,9,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1276.5979824522,632.545952,31,Sport,
472100,2022-02-25 03:05:24,38.596715740772,114.379878604978,632.545952,,,1276.5979824522,34.44882,36.6634466,6072.0802468,22236.9757772,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.59235,36.238428,0,353.3, -0.5, 35.6,0,0,1104,1684,1024,1024,12,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1276.5979824522,632.545952,31,Sport,
472200,2022-02-25 03:05:24,38.5967181301329,114.379897096676,632.874036,,,1276.9260664522,34.44882,36.9318794,6071.8177796,22242.3235464,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.816044,36.462122,0,353.4, -0.3, 35.3,0,0,1115,1684,1024,1024,14,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1276.9260664522,632.874036,31,Sport,
472300,2022-02-25 03:05:24,38.5967204383499,114.379916067791,633.20212,,,1277.2541504522,34.44882,37.356898,6071.5881208,22247.7697408,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.816044,36.90951,0,353.2, -0.6, 35.2,0,0,1113,1684,1024,1024,13,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1277.2541504522,633.20212,31,Sport,
472400,2022-02-25 03:05:24,38.5967229592957,114.379934774902,633.20212,,,1277.2541504522,34.44882,37.356898,6071.2928452,22253.1831268,16,5,10.952,1480.6662304522,836.6142,43.8663934,10544.5869516,5.816044,36.90951,0,353.3, -0.5, 35.2,0,0,1113,1684,1024,1024,13,100,0,0,1.9,-12.9,34,3.647,3.652,3.631,0,0,0,11.517,116.78,1277.2541504522,633.20212,31,Sport,
